Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
13264511,1,"","",2012-11-07T06:47:24.517,"",144,239471,"",1805250,"",1404505,"",2012-11-08T16:10:04.607,2019-09-10T11:18:18.287,"TypeError: unhashable type: 'dict'",<python>,2,2,14,"",""
6767283,1,6767301,"",2011-07-20T19:19:18.753,"",143,309126,"",828573,"",1033581,"",2017-04-11T13:12:17.103,2019-08-13T05:53:17.833,"Find where python is installed (if it isn't default dir)",<python>,9,1,34,"",""
914715,1,914733,"",2009-05-27T08:59:35.987,"",142,147575,"",259,"",55075,"",2017-09-17T22:58:33.520,2019-03-25T16:51:14.480,"How to loop through all but the last item of a list?",<python>,6,0,24,"",""
7053551,1,7053615,"",2011-08-13T21:59:39.367,"",141,350347,"",539211,"",78845,"",2011-08-13T23:16:03.953,2016-10-24T01:10:22.200,"Python ValueError: too many values to unpack",<python>,3,0,26,2016-03-12T18:58:09.800,""
10607688,1,10607768,"",2012-05-15T19:42:01.167,"",141,218297,"",452902,"",2666859,"",2016-08-04T11:46:13.647,2019-08-15T18:26:27.273,"how to create a file name with the current date & time in python?",<python>,5,8,44,"",""
3002085,1,3002114,"",2010-06-08T23:27:00.420,"",140,149462,"",248430,"",2442804,"",2015-04-17T16:40:07.757,2019-10-29T06:29:50.677,"Python to print out status bar and percentage",<python>,15,1,59,"",""
9271464,1,"","",2012-02-14T03:52:35.387,"",140,147704,"",1208245,"",436524,"",2017-02-04T01:57:48.090,2019-09-10T04:54:43.793,"what does the __file__ variable mean/do?",<python>,4,2,45,"",""
991027,1,991034,"",2009-06-13T16:57:21.903,"",139,606326,"",105167,"",775954,"",2019-11-19T16:03:38.587,2019-11-19T16:03:38.587,"How to calculate a mod b in Python?",<python>,7,3,16,"",""
200020,1,200027,"",2008-10-14T04:31:49.027,"",138,35764,"",23845,"Ambush Commander",216074,"",2018-03-22T17:48:44.150,2019-05-09T13:00:51.773,"Get last result in interactive Python shell",<python>,3,3,20,"",""
6193498,1,6193521,"",2011-05-31T21:00:40.980,"",138,284199,"",379539,"",2420536,"",2016-12-21T08:58:40.350,2019-06-28T10:52:58.003,"Pythonic way to find maximum value and its index in a list?",<python>,10,5,40,"",""
7816363,1,7816439,"",2011-10-19T03:55:06.170,"",136,75685,"",981497,"",23897,"",2011-10-19T03:57:25.043,2017-02-07T20:32:58.710,"if A vs if A is not None:",<python>,12,0,34,"",""
2281850,1,2282656,"",2010-02-17T15:21:48.037,"",135,160876,"",160574,"",541136,"",2015-08-05T03:13:25.083,2016-10-06T16:42:48.633,"Timeout function if it takes too long to finish",<python>,2,1,84,2015-02-14T11:08:38.540,""
4117530,1,4118133,"",2010-11-07T11:41:50.153,"",135,372357,"",499006,"",7583953,"",2019-04-28T01:12:29.863,2019-04-28T01:12:29.863,"sys.argv[1] meaning in script",<python>,9,1,79,"",""
4858100,1,4858123,"",2011-02-01T01:50:28.823,"",133,154123,"",62192,"",355230,"",2019-09-07T19:29:21.780,2019-09-07T19:29:21.780,"How to list imported modules?",<python>,9,2,42,"",""
6074018,1,6074117,"",2011-05-20T15:19:08.890,"",133,6748,"",13459,"",664720,"",2011-06-08T16:04:11.177,2015-01-23T15:03:49.587,"Why does the expression 0 < 0 == 0 return False in Python?",<python>,9,5,10,"",""
7287996,1,7288019,"",2011-09-02T18:52:42.473,"",133,79910,"",338961,"",2666859,"",2016-08-04T11:41:51.657,2019-07-22T21:10:47.943,"Python: Get relative path from comparing two absolute paths",<python>,6,0,30,"",""
7880454,1,7880519,"",2011-10-24T18:58:36.173,"",133,206383,"",272096,"",272096,"",2011-10-24T19:06:23.080,2018-09-09T10:57:44.280,"Python executable not finding libpython shared library",<python>,9,0,66,"",""
7969949,1,7969953,"",2011-11-01T16:56:22.697,"",133,49029,"",208880,"",208880,"",2014-03-20T19:24:12.373,2017-09-12T11:30:35.383,"What's the difference between globals(), locals(), and vars()?",<python>,1,1,59,"",""
549674,1,549682,"",2009-02-14T19:48:04.270,"",132,227938,"",2128,The.Anti.9,792066,"",2019-07-22T19:46:10.287,2019-07-22T19:46:10.287,"Skipping Iterations in Python",<python>,6,5,9,"",""
749711,1,749769,"",2009-04-14T23:29:02.067,"",132,89176,"",51816,"","","","",2018-07-02T17:53:54.537,"How to get the python.exe location programmatically?",<python>,3,3,22,2016-09-07T14:50:10.017,""
9867562,1,9867675,"",2012-03-26T06:28:16.063,"",132,79283,"","",user945967,"",user945967,2013-03-21T08:27:54.777,2019-06-27T12:37:48.443,"pass **kwargs argument to another function with **kwargs",<python>,6,2,27,"",""
